location,date,hour,day_of_week,total_slots,occupied_slots,available_slots,bookings,historical_occupancy,occupancy_rate,demand_level
Guindy Corporate Park,2026-08-01,20,5,180,25,155,9,14.89,13.89,LOW
Guindy Corporate Park,2026-08-01,21,5,180,23,157,7,5.0,12.78,LOW
Guindy Corporate Park,2026-08-01,22,5,180,20,160,7,5.0,11.11,LOW
Guindy Corporate Park,2026-08-01,23,5,180,14,166,4,5.17,7.78,LOW
Chennai Mall,2026-08-02,0,6,150,25,125,11,5.5,16.67,LOW
Chennai Mall,2026-08-02,1,6,150,24,126,5,9.99,16.0,LOW
Chennai Mall,2026-08-02,2,6,150,21,129,5,14.03,14.0,LOW
Chennai Mall,2026-08-02,3,6,150,17,133,5,6.27,11.33,LOW
Chennai Mall,2026-08-02,4,6,150,14,136,4,12.54,9.33,LOW
Chennai Mall,2026-08-02,5,6,150,19,131,7,18.41,12.67,LOW
Chennai Mall,2026-08-02,6,6,150,11,139,5,10.74,7.33,LOW
Chennai Mall,2026-08-02,7,6,150,55,95,13,43.51,36.67,LOW
Chennai Mall,2026-08-02,8,6,150,23,127,8,17.78,15.33,LOW
Chennai Mall,2026-08-02,9,6,150,26,124,7,16.12,17.33,LOW
Chennai Mall,2026-08-02,10,6,150,21,129,7,18.14,14.0,LOW
Chennai Mall,2026-08-02,11,6,150,112,38,37,81.46,74.67,MEDIUM
Chennai Mall,2026-08-02,12,6,150,135,15,64,92.76,90.0,HIGH
Chennai Mall,2026-08-02,13,6,150,120,30,27,87.3,80.0,HIGH
Chennai Mall,2026-08-02,14,6,150,133,17,33,86.45,88.67,HIGH
Chennai Mall,2026-08-02,15,6,150,137,13,69,81.52,91.33,HIGH
Chennai Mall,2026-08-02,16,6,150,127,23,26,87.3,84.67,HIGH
Chennai Mall,2026-08-02,17,6,150,139,11,42,94.12,92.67,HIGH
Chennai Mall,2026-08-02,18,6,150,130,20,43,89.47,86.67,HIGH
Chennai Mall,2026-08-02,19,6,150,148,2,71,97.08,98.67,HIGH
Chennai Mall,2026-08-02,20,6,150,130,20,65,93.21,86.67,HIGH
Chennai Mall,2026-08-02,21,6,150,130,20,38,93.81,86.67,HIGH
Chennai Mall,2026-08-02,22,6,150,41,109,10,33.91,27.33,LOW
Chennai Mall,2026-08-02,23,6,150,52,98,16,26.18,34.67,LOW
T Nagar Commercial Hub,2026-08-02,0,6,120,26,94,10,18.18,21.67,LOW
T Nagar Commercial Hub,2026-08-02,1,6,120,65,55,23,48.73,54.17,MEDIUM
T Nagar Commercial Hub,2026-08-02,2,6,120,34,86,7,17.51,28.33,LOW
T Nagar Commercial Hub,2026-08-02,3,6,120,36,84,10,39.34,30.0,LOW
T Nagar Commercial Hub,2026-08-02,4,6,120,22,98,11,15.96,18.33,LOW
T Nagar Commercial Hub,2026-08-02,5,6,120,52,68,18,41.77,43.33,LOW
T Nagar Commercial Hub,2026-08-02,6,6,120,14,106,4,19.97,11.67,LOW
T Nagar Commercial Hub,2026-08-02,7,6,120,49,71,18,38.42,40.83,LOW
T Nagar Commercial Hub,2026-08-02,8,6,120,36,84,13,39.2,30.0,LOW
T Nagar Commercial Hub,2026-08-02,9,6,120,42,78,13,38.52,35.0,LOW
T Nagar Commercial Hub,2026-08-02,10,6,120,34,86,16,23.43,28.33,LOW
T Nagar Commercial Hub,2026-08-02,11,6,120,107,13,23,90.37,89.17,HIGH
T Nagar Commercial Hub,2026-08-02,12,6,120,102,18,37,96.14,85.0,HIGH
T Nagar Commercial Hub,2026-08-02,13,6,120,108,12,22,85.14,90.0,HIGH
T Nagar Commercial Hub,2026-08-02,14,6,120,109,11,27,84.96,90.83,HIGH
T Nagar Commercial Hub,2026-08-02,15,6,120,115,5,36,92.56,95.83,HIGH
T Nagar Commercial Hub,2026-08-02,16,6,120,101,19,32,90.36,84.17,HIGH
T Nagar Commercial Hub,2026-08-02,17,6,120,102,18,21,81.73,85.0,HIGH
T Nagar Commercial Hub,2026-08-02,18,6,120,107,13,22,89.88,89.17,HIGH
T Nagar Commercial Hub,2026-08-02,19,6,120,110,10,47,94.82,91.67,HIGH
T Nagar Commercial Hub,2026-08-02,20,6,120,101,19,35,83.34,84.17,HIGH
T Nagar Commercial Hub,2026-08-02,21,6,120,97,23,33,89.09,80.83,HIGH
T Nagar Commercial Hub,2026-08-02,22,6,120,18,102,6,21.78,15.0,LOW
T Nagar Commercial Hub,2026-08-02,23,6,120,45,75,17,34.97,37.5,LOW
Velachery Metro Station,2026-08-02,0,6,200,64,136,19,29.31,32.0,LOW
Velachery Metro Station,2026-08-02,1,6,200,93,107,42,46.63,46.5,LOW
Velachery Metro Station,2026-08-02,2,6,200,76,124,29,22.23,38.0,LOW
Velachery Metro Station,2026-08-02,3,6,200,72,128,18,33.16,36.0,LOW
Velachery Metro Station,2026-08-02,4,6,200,95,105,38,45.47,47.5,LOW
Velachery Metro Station,2026-08-02,5,6,200,47,153,14,13.52,23.5,LOW
Velachery Metro Station,2026-08-02,6,6,200,55,145,17,29.05,27.5,LOW
Velachery Metro Station,2026-08-02,7,6,200,77,123,20,38.72,38.5,LOW
Velachery Metro Station,2026-08-02,8,6,200,55,145,25,31.04,27.5,LOW
Velachery Metro Station,2026-08-02,9,6,200,59,141,13,26.37,29.5,LOW
Velachery Metro Station,2026-08-02,10,6,200,88,112,36,46.1,44.0,LOW
Velachery Metro Station,2026-08-02,11,6,200,81,119,20,49.79,40.5,LOW
Velachery Metro Station,2026-08-02,12,6,200,63,137,28,24.15,31.5,LOW
Velachery Metro Station,2026-08-02,13,6,200,74,126,36,38.96,37.0,LOW
Velachery Metro Station,2026-08-02,14,6,200,61,139,26,21.46,30.5,LOW
Velachery Metro Station,2026-08-02,15,6,200,92,108,34,48.34,46.0,LOW
Velachery Metro Station,2026-08-02,16,6,200,40,160,13,13.87,20.0,LOW
Velachery Metro Station,2026-08-02,17,6,200,65,135,31,35.83,32.5,LOW
Velachery Metro Station,2026-08-02,18,6,200,63,137,25,31.52,31.5,LOW
Velachery Metro Station,2026-08-02,19,6,200,92,108,33,44.52,46.0,LOW
Velachery Metro Station,2026-08-02,20,6,200,51,149,11,35.36,25.5,LOW
Velachery Metro Station,2026-08-02,21,6,200,66,134,19,39.22,33.0,LOW
Velachery Metro Station,2026-08-02,22,6,200,91,109,28,43.7,45.5,LOW
Velachery Metro Station,2026-08-02,23,6,200,106,94,52,47.26,53.0,MEDIUM
OMR IT Park,2026-08-02,0,6,300,55,245,23,13.98,18.33,LOW
OMR IT Park,2026-08-02,1,6,300,36,264,10,5.0,12.0,LOW
OMR IT Park,2026-08-02,2,6,300,30,270,7,9.93,10.0,LOW
OMR IT Park,2026-08-02,3,6,300,50,250,25,16.58,16.67,LOW
OMR IT Park,2026-08-02,4,6,300,28,272,6,19.52,9.33,LOW
OMR IT Park,2026-08-02,5,6,300,36,264,8,11.35,12.0,LOW
OMR IT Park,2026-08-02,6,6,300,48,252,18,6.92,16.0,LOW
OMR IT Park,2026-08-02,7,6,300,56,244,15,16.14,18.67,LOW
OMR IT Park,2026-08-02,8,6,300,50,250,14,11.04,16.67,LOW
OMR IT Park,2026-08-02,9,6,300,9,291,4,5.0,3.0,LOW
OMR IT Park,2026-08-02,10,6,300,18,282,6,10.71,6.0,LOW
OMR IT Park,2026-08-02,11,6,300,51,249,15,16.36,17.0,LOW
OMR IT Park,2026-08-02,12,6,300,9,291,2,7.81,3.0,LOW
OMR IT Park,2026-08-02,13,6,300,55,245,24,19.56,18.33,LOW
OMR IT Park,2026-08-02,14,6,300,54,246,22,22.15,18.0,LOW
OMR IT Park,2026-08-02,15,6,300,59,241,21,23.21,19.67,LOW
OMR IT Park,2026-08-02,16,6,300,38,262,10,10.97,12.67,LOW
OMR IT Park,2026-08-02,17,6,300,41,259,20,9.02,13.67,LOW
OMR IT Park,2026-08-02,18,6,300,42,258,15,6.82,14.0,LOW
OMR IT Park,2026-08-02,19,6,300,61,239,19,17.75,20.33,LOW
OMR IT Park,2026-08-02,20,6,300,20,280,8,9.54,6.67,LOW
OMR IT Park,2026-08-02,21,6,300,32,268,10,11.21,10.67,LOW
OMR IT Park,2026-08-02,22,6,300,58,242,25,10.31,19.33,LOW
OMR IT Park,2026-08-02,23,6,300,18,282,9,5.59,6.0,LOW
Anna Nagar Center,2026-08-02,0,6,100,32,68,13,38.46,32.0,LOW
Anna Nagar Center,2026-08-02,1,6,100,32,68,14,30.21,32.0,LOW
Anna Nagar Center,2026-08-02,2,6,100,24,76,9,13.95,24.0,LOW
Anna Nagar Center,2026-08-02,3,6,100,26,74,6,27.44,26.0,LOW
Anna Nagar Center,2026-08-02,4,6,100,17,83,4,20.27,17.0,LOW
Anna Nagar Center,2026-08-02,5,6,100,35,65,7,39.31,35.0,LOW
Anna Nagar Center,2026-08-02,6,6,100,31,69,13,15.54,31.0,LOW
Anna Nagar Center,2026-08-02,7,6,100,26,74,13,20.47,26.0,LOW
Anna Nagar Center,2026-08-02,8,6,100,44,56,16,25.06,44.0,LOW
Anna Nagar Center,2026-08-02,9,6,100,35,65,9,41.11,35.0,LOW
Anna Nagar Center,2026-08-02,10,6,100,25,75,7,24.2,25.0,LOW
Anna Nagar Center,2026-08-02,11,6,100,18,82,7,11.4,18.0,LOW
Anna Nagar Center,2026-08-02,12,6,100,73,27,27,77.12,73.0,MEDIUM
Anna Nagar Center,2026-08-02,13,6,100,78,22,26,84.56,78.0,MEDIUM
Anna Nagar Center,2026-08-02,14,6,100,81,19,33,87.39,81.0,HIGH
Anna Nagar Center,2026-08-02,15,6,100,72,28,24,60.43,72.0,MEDIUM
Anna Nagar Center,2026-08-02,16,6,100,86,14,23,97.41,86.0,HIGH
Anna Nagar Center,2026-08-02,17,6,100,70,30,20,78.25,70.0,MEDIUM
Anna Nagar Center,2026-08-02,18,6,100,82,18,36,85.26,82.0,HIGH
Anna Nagar Center,2026-08-02,19,6,100,81,19,39,92.05,81.0,HIGH
Anna Nagar Center,2026-08-02,20,6,100,85,15,25,94.29,85.0,HIGH
Anna Nagar Center,2026-08-02,21,6,100,76,24,22,73.23,76.0,MEDIUM
Anna Nagar Center,2026-08-02,22,6,100,79,21,18,82.54,79.0,MEDIUM
Anna Nagar Center,2026-08-02,23,6,100,36,64,13,26.84,36.0,LOW
Guindy Corporate Park,2026-08-02,0,6,180,14,166,3,6.98,7.78,LOW
Guindy Corporate Park,2026-08-02,1,6,180,17,163,7,14.64,9.44,LOW
Guindy Corporate Park,2026-08-02,2,6,180,14,166,6,5.0,7.78,LOW
Guindy Corporate Park,2026-08-02,3,6,180,7,173,2,5.69,3.89,LOW
Guindy Corporate Park,2026-08-02,4,6,180,23,157,6,16.5,12.78,LOW
Guindy Corporate Park,2026-08-02,5,6,180,12,168,3,5.0,6.67,LOW
Guindy Corporate Park,2026-08-02,6,6,180,34,146,12,11.46,18.89,LOW
Guindy Corporate Park,2026-08-02,7,6,180,30,150,13,8.37,16.67,LOW
Guindy Corporate Park,2026-08-02,8,6,180,22,158,5,7.67,12.22,LOW
Guindy Corporate Park,2026-08-02,9,6,180,7,173,3,5.0,3.89,LOW
Guindy Corporate Park,2026-08-02,10,6,180,24,156,11,24.69,13.33,LOW
Guindy Corporate Park,2026-08-02,11,6,180,28,152,11,21.08,15.56,LOW
Guindy Corporate Park,2026-08-02,12,6,180,12,168,5,7.74,6.67,LOW
Guindy Corporate Park,2026-08-02,13,6,180,17,163,6,15.15,9.44,LOW
Guindy Corporate Park,2026-08-02,14,6,180,20,160,8,9.45,11.11,LOW
Guindy Corporate Park,2026-08-02,15,6,180,29,151,10,15.59,16.11,LOW
Guindy Corporate Park,2026-08-02,16,6,180,29,151,14,18.0,16.11,LOW
Guindy Corporate Park,2026-08-02,17,6,180,25,155,11,14.14,13.89,LOW
Guindy Corporate Park,2026-08-02,18,6,180,34,146,11,22.1,18.89,LOW
Guindy Corporate Park,2026-08-02,19,6,180,25,155,7,20.06,13.89,LOW
Guindy Corporate Park,2026-08-02,20,6,180,15,165,6,10.52,8.33,LOW
Guindy Corporate Park,2026-08-02,21,6,180,11,169,4,5.36,6.11,LOW
Guindy Corporate Park,2026-08-02,22,6,180,20,160,9,8.35,11.11,LOW
Guindy Corporate Park,2026-08-02,23,6,180,38,142,16,18.9,21.11,LOW
Chennai Mall,2026-08-03,0,0,150,30,120,11,33.6,20.0,LOW
Chennai Mall,2026-08-03,1,0,150,33,117,14,23.04,22.0,LOW
Chennai Mall,2026-08-03,2,0,150,22,128,9,10.98,14.67,LOW
Chennai Mall,2026-08-03,3,0,150,29,121,10,13.53,19.33,LOW
Chennai Mall,2026-08-03,4,0,150,31,119,8,29.03,20.67,LOW
Chennai Mall,2026-08-03,5,0,150,42,108,16,19.27,28.0,LOW
Chennai Mall,2026-08-03,6,0,150,10,140,3,5.0,6.67,LOW
Chennai Mall,2026-08-03,7,0,150,29,121,13,18.91,19.33,LOW
Chennai Mall,2026-08-03,8,0,150,32,118,7,14.93,21.33,LOW
Chennai Mall,2026-08-03,9,0,150,41,109,20,25.2,27.33,LOW
Chennai Mall,2026-08-03,10,0,150,26,124,10,12.08,17.33,LOW
Chennai Mall,2026-08-03,11,0,150,31,119,15,17.65,20.67,LOW
Chennai Mall,2026-08-03,12,0,150,98,52,24,63.57,65.33,MEDIUM
Chennai Mall,2026-08-03,13,0,150,88,62,25,69.08,58.67,MEDIUM
Chennai Mall,2026-08-03,14,0,150,72,78,31,47.43,48.0,LOW
Chennai Mall,2026-08-03,15,0,150,88,62,38,64.22,58.67,MEDIUM
Chennai Mall,2026-08-03,16,0,150,13,137,5,7.48,8.67,LOW
Chennai Mall,2026-08-03,17,0,150,101,49,29,68.09,67.33,MEDIUM
Chennai Mall,2026-08-03,18,0,150,97,53,30,58.5,64.67,MEDIUM
Chennai Mall,2026-08-03,19,0,150,105,45,30,78.6,70.0,MEDIUM
Chennai Mall,2026-08-03,20,0,150,100,50,39,74.52,66.67,MEDIUM
Chennai Mall,2026-08-03,21,0,150,131,19,28,81.29,87.33,HIGH
Chennai Mall,2026-08-03,22,0,150,50,100,12,26.2,33.33,LOW
Chennai Mall,2026-08-03,23,0,150,40,110,11,22.41,26.67,LOW
T Nagar Commercial Hub,2026-08-03,0,0,120,9,111,4,5.21,7.5,LOW
T Nagar Commercial Hub,2026-08-03,1,0,120,13,107,7,13.11,10.83,LOW
T Nagar Commercial Hub,2026-08-03,2,0,120,12,108,6,16.33,10.0,LOW
T Nagar Commercial Hub,2026-08-03,3,0,120,9,111,4,5.0,7.5,LOW
T Nagar Commercial Hub,2026-08-03,4,0,120,5,115,1,16.53,4.17,LOW
T Nagar Commercial Hub,2026-08-03,5,0,120,7,113,2,5.0,5.83,LOW
T Nagar Commercial Hub,2026-08-03,6,0,120,11,109,3,8.72,9.17,LOW
T Nagar Commercial Hub,2026-08-03,7,0,120,11,109,4,21.94,9.17,LOW
T Nagar Commercial Hub,2026-08-03,8,0,120,13,107,4,17.09,10.83,LOW
T Nagar Commercial Hub,2026-08-03,9,0,120,13,107,3,5.12,10.83,LOW
T Nagar Commercial Hub,2026-08-03,10,0,120,77,43,33,65.58,64.17,MEDIUM
T Nagar Commercial Hub,2026-08-03,11,0,120,97,23,34,85.56,80.83,HIGH
T Nagar Commercial Hub,2026-08-03,12,0,120,77,43,38,76.49,64.17,MEDIUM
T Nagar Commercial Hub,2026-08-03,13,0,120,100,20,31,87.91,83.33,HIGH
T Nagar Commercial Hub,2026-08-03,14,0,120,101,19,29,86.53,84.17,HIGH
T Nagar Commercial Hub,2026-08-03,15,0,120,92,28,42,91.53,76.67,MEDIUM
T Nagar Commercial Hub,2026-08-03,16,0,120,82,38,31,80.34,68.33,MEDIUM
T Nagar Commercial Hub,2026-08-03,17,0,120,82,38,28,53.02,68.33,MEDIUM
T Nagar Commercial Hub,2026-08-03,18,0,120,100,20,32,79.45,83.33,HIGH
T Nagar Commercial Hub,2026-08-03,19,0,120,93,27,34,82.04,77.5,MEDIUM
T Nagar Commercial Hub,2026-08-03,20,0,120,41,79,15,35.09,34.17,LOW
T Nagar Commercial Hub,2026-08-03,21,0,120,61,59,21,50.61,50.83,MEDIUM
T Nagar Commercial Hub,2026-08-03,22,0,120,52,68,13,38.62,43.33,LOW
T Nagar Commercial Hub,2026-08-03,23,0,120,13,107,5,25.81,10.83,LOW
Velachery Metro Station,2026-08-03,0,0,200,25,175,10,10.2,12.5,LOW
Velachery Metro Station,2026-08-03,1,0,200,22,178,9,14.07,11.0,LOW
Velachery Metro Station,2026-08-03,2,0,200,27,173,10,5.85,13.5,LOW
Velachery Metro Station,2026-08-03,3,0,200,32,168,8,24.1,16.0,LOW
Velachery Metro Station,2026-08-03,4,0,200,34,166,7,19.47,17.0,LOW
Velachery Metro Station,2026-08-03,5,0,200,26,174,11,18.48,13.0,LOW
Velachery Metro Station,2026-08-03,6,0,200,13,187,5,5.0,6.5,LOW
Velachery Metro Station,2026-08-03,7,0,200,178,22,83,94.42,89.0,HIGH
Velachery Metro Station,2026-08-03,8,0,200,166,34,46,84.18,83.0,HIGH
Velachery Metro Station,2026-08-03,9,0,200,168,32,36,88.76,84.0,HIGH
Velachery Metro Station,2026-08-03,10,0,200,184,16,72,89.74,92.0,HIGH
Velachery Metro Station,2026-08-03,11,0,200,158,42,58,79.97,79.0,MEDIUM
Velachery Metro Station,2026-08-03,12,0,200,162,38,64,86.97,81.0,HIGH
Velachery Metro Station,2026-08-03,13,0,200,140,60,55,74.52,70.0,MEDIUM
Velachery Metro Station,2026-08-03,14,0,200,176,24,72,92.17,88.0,HIGH
Velachery Metro Station,2026-08-03,15,0,200,176,24,70,92.64,88.0,HIGH
Velachery Metro Station,2026-08-03,16,0,200,134,66,44,71.24,67.0,MEDIUM
Velachery Metro Station,2026-08-03,17,0,200,179,21,58,89.54,89.5,HIGH
Velachery Metro Station,2026-08-03,18,0,200,190,10,48,98.0,95.0,HIGH
Velachery Metro Station,2026-08-03,19,0,200,186,14,49,98.0,93.0,HIGH
Velachery Metro Station,2026-08-03,20,0,200,169,31,74,76.93,84.5,HIGH
Velachery Metro Station,2026-08-03,21,0,200,111,89,55,49.38,55.5,MEDIUM
Velachery Metro Station,2026-08-03,22,0,200,98,102,30,49.15,49.0,LOW
Velachery Metro Station,2026-08-03,23,0,200,61,139,26,31.9,30.5,LOW
OMR IT Park,2026-08-03,0,0,300,34,266,12,5.0,11.33,LOW
OMR IT Park,2026-08-03,1,0,300,12,288,3,5.0,4.0,LOW
OMR IT Park,2026-08-03,2,0,300,20,280,9,5.0,6.67,LOW
OMR IT Park,2026-08-03,3,0,300,12,288,3,5.0,4.0,LOW
OMR IT Park,2026-08-03,4,0,300,13,287,4,5.0,4.33,LOW
OMR IT Park,2026-08-03,5,0,300,9,291,4,7.42,3.0,LOW
OMR IT Park,2026-08-03,6,0,300,15,285,7,5.0,5.0,LOW
OMR IT Park,2026-08-03,7,0,300,6,294,2,7.95,2.0,LOW
OMR IT Park,2026-08-03,8,0,300,259,41,73,91.01,86.33,HIGH
OMR IT Park,2026-08-03,9,0,300,218,82,54,65.81,72.67,MEDIUM
OMR IT Park,2026-08-03,10,0,300,236,64,95,87.58,78.67,MEDIUM
OMR IT Park,2026-08-03,11,0,300,280,20,114,89.75,93.33,HIGH
OMR IT Park,2026-08-03,12,0,300,265,35,116,90.49,88.33,HIGH
OMR IT Park,2026-08-03,13,0,300,261,39,103,85.47,87.0,HIGH
OMR IT Park,2026-08-03,14,0,300,243,57,95,88.0,81.0,HIGH
OMR IT Park,2026-08-03,15,0,300,282,18,110,89.68,94.0,HIGH
OMR IT Park,2026-08-03,16,0,300,243,57,117,79.63,81.0,HIGH
OMR IT Park,2026-08-03,17,0,300,162,138,68,53.05,54.0,MEDIUM
OMR IT Park,2026-08-03,18,0,300,208,92,78,70.72,69.33,MEDIUM
OMR IT Park,2026-08-03,19,0,300,149,151,64,54.07,49.67,LOW
OMR IT Park,2026-08-03,20,0,300,49,251,24,14.36,16.33,LOW
OMR IT Park,2026-08-03,21,0,300,92,208,37,31.84,30.67,LOW
OMR IT Park,2026-08-03,22,0,300,79,221,38,16.56,26.33,LOW
OMR IT Park,2026-08-03,23,0,300,6,294,2,5.0,2.0,LOW
Anna Nagar Center,2026-08-03,0,0,100,7,93,2,12.46,7.0,LOW
Anna Nagar Center,2026-08-03,1,0,100,14,86,3,15.87,14.0,LOW
Anna Nagar Center,2026-08-03,2,0,100,2,98,1,13.95,2.0,LOW
Anna Nagar Center,2026-08-03,3,0,100,21,79,6,11.0,21.0,LOW
Anna Nagar Center,2026-08-03,4,0,100,19,81,9,19.17,19.0,LOW
Anna Nagar Center,2026-08-03,5,0,100,28,72,6,26.21,28.0,LOW
Anna Nagar Center,2026-08-03,6,0,100,11,89,4,9.95,11.0,LOW
Anna Nagar Center,2026-08-03,7,0,100,4,96,1,5.0,4.0,LOW
Anna Nagar Center,2026-08-03,8,0,100,41,59,17,35.8,41.0,LOW
Anna Nagar Center,2026-08-03,9,0,100,48,52,11,52.66,48.0,LOW
Anna Nagar Center,2026-08-03,10,0,100,59,41,28,51.53,59.0,MEDIUM
Anna Nagar Center,2026-08-03,11,0,100,50,50,18,40.62,50.0,MEDIUM
Anna Nagar Center,2026-08-03,12,0,100,74,26,18,77.43,74.0,MEDIUM
Anna Nagar Center,2026-08-03,13,0,100,77,23,30,69.62,77.0,MEDIUM
Anna Nagar Center,2026-08-03,14,0,100,87,13,40,91.45,87.0,HIGH
Anna Nagar Center,2026-08-03,15,0,100,65,35,29,62.64,65.0,MEDIUM
Anna Nagar Center,2026-08-03,16,0,100,47,53,19,51.91,47.0,LOW
Anna Nagar Center,2026-08-03,17,0,100,65,35,20,54.52,65.0,MEDIUM
Anna Nagar Center,2026-08-03,18,0,100,77,23,25,81.6,77.0,MEDIUM
Anna Nagar Center,2026-08-03,19,0,100,63,37,25,66.48,63.0,MEDIUM
Anna Nagar Center,2026-08-03,20,0,100,76,24,34,76.55,76.0,MEDIUM
Anna Nagar Center,2026-08-03,21,0,100,77,23,24,82.68,77.0,MEDIUM
Anna Nagar Center,2026-08-03,22,0,100,24,76,9,25.93,24.0,LOW
Anna Nagar Center,2026-08-03,23,0,100,18,82,8,21.93,18.0,LOW
Guindy Corporate Park,2026-08-03,0,0,180,23,157,6,6.14,12.78,LOW
Guindy Corporate Park,2026-08-03,1,0,180,21,159,9,18.59,11.67,LOW
Guindy Corporate Park,2026-08-03,2,0,180,10,170,4,5.0,5.56,LOW
Guindy Corporate Park,2026-08-03,3,0,180,6,174,1,5.0,3.33,LOW
Guindy Corporate Park,2026-08-03,4,0,180,22,158,5,5.0,12.22,LOW
Guindy Corporate Park,2026-08-03,5,0,180,14,166,5,5.0,7.78,LOW
Guindy Corporate Park,2026-08-03,6,0,180,4,176,1,5.0,2.22,LOW
Guindy Corporate Park,2026-08-03,7,0,180,8,172,4,5.53,4.44,LOW
Guindy Corporate Park,2026-08-03,8,0,180,168,12,69,98.0,93.33,HIGH
Guindy Corporate Park,2026-08-03,9,0,180,132,48,52,75.25,73.33,MEDIUM
Guindy Corporate Park,2026-08-03,10,0,180,158,22,46,86.75,87.78,HIGH
Guindy Corporate Park,2026-08-03,11,0,180,164,16,53,94.32,91.11,HIGH
Guindy Corporate Park,2026-08-03,12,0,180,170,10,59,85.17,94.44,HIGH
Guindy Corporate Park,2026-08-03,13,0,180,149,31,43,91.96,82.78,HIGH
Guindy Corporate Park,2026-08-03,14,0,180,169,11,70,98.0,93.89,HIGH
Guindy Corporate Park,2026-08-03,15,0,180,167,13,41,91.94,92.78,HIGH
Guindy Corporate Park,2026-08-03,16,0,180,154,26,66,81.63,85.56,HIGH
Guindy Corporate Park,2026-08-03,17,0,180,85,95,19,52.16,47.22,LOW
Guindy Corporate Park,2026-08-03,18,0,180,137,43,45,65.06,76.11,MEDIUM
Guindy Corporate Park,2026-08-03,19,0,180,97,83,21,54.51,53.89,MEDIUM
Guindy Corporate Park,2026-08-03,20,0,180,52,128,19,28.23,28.89,LOW
Guindy Corporate Park,2026-08-03,21,0,180,51,129,19,30.85,28.33,LOW
Guindy Corporate Park,2026-08-03,22,0,180,43,137,17,35.99,23.89,LOW
Guindy Corporate Park,2026-08-03,23,0,180,6,174,2,9.14,3.33,LOW
Chennai Mall,2026-08-04,0,1,150,36,114,15,25.49,24.0,LOW
Chennai Mall,2026-08-04,1,1,150,8,142,3,7.55,5.33,LOW
Chennai Mall,2026-08-04,2,1,150,19,131,9,13.66,12.67,LOW
Chennai Mall,2026-08-04,3,1,150,39,111,12,26.7,26.0,LOW
Chennai Mall,2026-08-04,4,1,150,12,138,6,7.33,8.0,LOW
Chennai Mall,2026-08-04,5,1,150,9,141,4,11.22,6.0,LOW
Chennai Mall,2026-08-04,6,1,150,11,139,5,5.0,7.33,LOW
Chennai Mall,2026-08-04,7,1,150,16,134,4,14.4,10.67,LOW
Chennai Mall,2026-08-04,8,1,150,6,144,3,9.74,4.0,LOW
Chennai Mall,2026-08-04,9,1,150,18,132,7,12.23,12.0,LOW
Chennai Mall,2026-08-04,10,1,150,18,132,7,13.59,12.0,LOW
Chennai Mall,2026-08-04,11,1,150,28,122,13,17.53,18.67,LOW
Chennai Mall,2026-08-04,12,1,150,67,83,20,46.61,44.67,LOW
Chennai Mall,2026-08-04,13,1,150,76,74,22,56.68,50.67,MEDIUM
Chennai Mall,2026-08-04,14,1,150,95,55,33,58.98,63.33,MEDIUM
Chennai Mall,2026-08-04,15,1,150,61,89,15,37.67,40.67,LOW
Chennai Mall,2026-08-04,16,1,150,29,121,11,19.04,19.33,LOW
Chennai Mall,2026-08-04,17,1,150,109,41,35,71.0,72.67,MEDIUM
Chennai Mall,2026-08-04,18,1,150,128,22,54,79.61,85.33,HIGH
Chennai Mall,2026-08-04,19,1,150,123,27,58,75.39,82.0,HIGH
Chennai Mall,2026-08-04,20,1,150,121,29,58,85.24,80.67,HIGH
Chennai Mall,2026-08-04,21,1,150,130,20,44,79.47,86.67,HIGH
Chennai Mall,2026-08-04,22,1,150,34,116,8,17.55,22.67,LOW
Chennai Mall,2026-08-04,23,1,150,38,112,14,23.56,25.33,LOW
T Nagar Commercial Hub,2026-08-04,0,1,120,11,109,4,8.05,9.17,LOW
T Nagar Commercial Hub,2026-08-04,1,1,120,25,95,10,6.82,20.83,LOW
T Nagar Commercial Hub,2026-08-04,2,1,120,12,108,5,5.0,10.0,LOW
T Nagar Commercial Hub,2026-08-04,3,1,120,10,110,3,5.0,8.33,LOW
T Nagar Commercial Hub,2026-08-04,4,1,120,22,98,10,16.25,18.33,LOW
T Nagar Commercial Hub,2026-08-04,5,1,120,27,93,12,17.08,22.5,LOW
T Nagar Commercial Hub,2026-08-04,6,1,120,18,102,5,9.02,15.0,LOW
T Nagar Commercial Hub,2026-08-04,7,1,120,22,98,10,20.59,18.33,LOW
T Nagar Commercial Hub,2026-08-04,8,1,120,12,108,3,11.32,10.0,LOW
T Nagar Commercial Hub,2026-08-04,9,1,120,13,107,3,16.06,10.83,LOW
T Nagar Commercial Hub,2026-08-04,10,1,120,85,35,19,76.19,70.83,MEDIUM
T Nagar Commercial Hub,2026-08-04,11,1,120,98,22,23,73.08,81.67,HIGH
T Nagar Commercial Hub,2026-08-04,12,1,120,103,17,37,83.4,85.83,HIGH
T Nagar Commercial Hub,2026-08-04,13,1,120,74,46,33,60.99,61.67,MEDIUM
T Nagar Commercial Hub,2026-08-04,14,1,120,77,43,21,67.53,64.17,MEDIUM
T Nagar Commercial Hub,2026-08-04,15,1,120,73,47,17,64.51,60.83,MEDIUM
T Nagar Commercial Hub,2026-08-04,16,1,120,92,28,20,69.55,76.67,MEDIUM
T Nagar Commercial Hub,2026-08-04,17,1,120,96,24,46,78.92,80.0,HIGH
